Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,11,5,5,7,589,65.3,5.11,6829819.9375
High,P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,17,8,8,16,456,50.8,6.55,18112043.75
High,Q9ULX6,AKAP8L,A-kinase anchor protein 8-like,8,4,4,8,646,71.6,5.05,6269387
High,O14880,MGST3,Microsomal glutathione S-transferase 3,18,3,3,6,152,16.5,9.38,10194155.125
High,Q6ZUT6,CCDC9B,Coiled-coil domain-containing protein 9B,10,4,4,7,534,57.3,9.13,11206086.25
High,P09382,LGALS1,Galectin-1,24,3,3,8,135,14.7,5.5,15882844.5
High,P26358,DNMT1,DNA (cytosine-5)-methyltransferase 1,6,9,9,10,1616,183.1,7.75,42586762.9375
High,P01008,SERPINC1,Antithrombin-III,7,4,4,10,464,52.6,6.71,83129833.5
High,Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,8,7,7,11,835,95.3,7.05,13705022.375
High,Q9ULV4,CORO1C,Coronin-1C,10,5,5,8,474,53.2,7.08,27956081.75
High,P27361,MAPK3,Mitogen-activated protein kinase 3,9,3,1,6,379,43.1,6.74,1736860.125
High,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,16,3,3,5,261,26.9,7.78,4969902.5
High,Q9UNQ2,DIMT1,Probable dimethyladenosine transferase,17,4,4,5,313,35.2,9.99,12549735
High,Q9NW13,RBM28,RNA-binding protein 28,6,3,3,5,759,85.7,9.22,4354303.625
High,P31151,S100A7,Protein S100-A7,24,4,4,8,101,11.5,6.77,8486242
High,Q9NZN8,CNOT2,CCR4-NOT transcription complex subunit 2,14,5,5,7,540,59.7,7.66,12282627
High,Q5F1R6,DNAJC21,DnaJ homolog subfamily C member 21,11,4,4,7,531,62.0,5.47,5059528.5
High,Q9H8L6,MMRN2,Multimerin-2,7,5,5,5,949,104.3,5.86,5895263.375
High,Q15434,RBMS2,"RNA-binding motif, single-stranded-interacting protein 2",10,3,2,6,407,43.9,9.07,8666353.5
High,P04792,HSPB1,Heat shock protein beta-1,21,3,3,6,205,22.8,6.4,9958459.75
High,Q8N7H5,PAF1,RNA polymerase II-associated factor 1 homolog,11,5,5,8,531,59.9,4.63,20294491.125
High,Q9P2E5,CHPF2,Chondroitin sulfate glucuronyltransferase,9,7,7,10,772,85.9,7.83,9620196.875
High,P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,36,5,5,11,154,16.8,5.24,28884295
High,Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3",3,7,7,9,2671,303.9,6.48,5922819.0625
High,Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,10,4,4,7,362,43.1,8.94,8321986.5
High,Q13601,KRR1,KRR1 small subunit processome component homolog,14,6,6,12,381,43.6,9.77,14897493.625
High,Q14690,PDCD11,Protein RRP5 homolog,4,7,7,8,1871,208.6,8.87,9612924.4375
High,Q9Y2W2,WBP11,WW domain-binding protein 11,5,2,2,3,641,70.0,8.38,3844997.25
High,Q9GZS3,SKIC8,SKI8 subunit of superkiller complex protein,12,3,3,5,305,33.6,5.47,7381421.25
High,P29508,SERPINB3,Serpin B3,15,5,5,7,390,44.5,6.81,6888613.375
High,Q16875,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",10,4,4,6,520,59.6,8.21,4561537.5
High,Q92759,GTF2H4,General transcription factor IIH subunit 4,11,5,5,9,462,52.2,9.04,7314775.125
High,P29372,MPG,DNA-3-methyladenine glycosylase,21,5,5,8,298,32.8,9.57,12945707
High,P17096,HMGA1,High mobility group protein HMG-I/HMG-Y,23,3,3,5,107,11.7,10.32,18099690
High,Q8NAV1,PRPF38A,Pre-mRNA-splicing factor 38A,12,3,3,6,312,37.5,9.96,7584751
High,P52294,KPNA1,Importin subunit alpha-5,11,5,2,6,538,60.2,5.01,9120651.75
High,Q9Y3B4,SF3B6,Splicing factor 3B subunit 6,30,3,3,6,125,14.6,9.38,30392184
High,Q6KB66,KRT80,"Keratin, type II cytoskeletal 80",6,3,1,6,452,50.5,5.67,782737.375
High,P14625,HSP90B1,Endoplasmin,4,4,2,7,803,92.4,4.84,2675539.875
High,Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,11,5,5,7,531,59.7,5.4,15522244.625
High,P04899,GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2,12,4,4,6,355,40.4,5.54,6637245.5
High,Q86U38,NOP9,Nucleolar protein 9,11,3,3,3,636,69.4,7.28,
High,Q92598,HSPH1,Heat shock protein 105 kDa,8,5,5,8,858,96.8,5.39,8609741.0625
High,Q8WUP2,FBLIM1,Filamin-binding LIM protein 1,11,4,4,7,373,40.6,6.02,9801923.75
High,Q15436,SEC23A,Protein transport protein Sec23A,8,5,5,7,765,86.1,7.08,9775884.125
High,O43293,DAPK3,Death-associated protein kinase 3,11,3,3,6,454,52.5,6.89,5625179.25
High,P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B,25,5,5,9,216,23.7,9.41,12365045.25
High,A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,4,7,7,8,2005,226.2,7.3,10669319.25
High,Q9Y265,RUVBL1,RuvB-like 1,14,4,4,6,456,50.2,6.42,3093613.5
High,P24534,EEF1B2,Elongation factor 1-beta,16,3,3,6,225,24.7,4.67,15617645
High,Q9UJS0,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",7,4,1,6,675,74.1,8.62,1989517
High,Q07866,KLC1,Kinesin light chain 1,15,5,5,6,573,65.3,6.2,2768273.8125
High,Q14739,LBR,Delta(14)-sterol reductase LBR,7,4,4,7,615,70.7,9.36,15673814
High,P67870,CSNK2B,Casein kinase II subunit beta,22,4,4,8,215,24.9,5.55,23917997.625
High,Q9H307,PNN,Pinin,13,8,8,11,717,81.6,7.14,36459283.625
High,Q5JQF8,PABPC1L2B,Polyadenylate-binding protein 1-like 2,25,8,2,15,200,22.8,9.1,3800938
High,O60687,SRPX2,Sushi repeat-containing protein SRPX2,10,5,5,8,465,52.9,7.25,14639452.875
High,Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1,17,6,6,8,400,45.5,5.54,11973263.5
High,P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,30,4,4,7,168,19.7,8.43,13487486.25
High,P01857,IGHG1,Immunoglobulin heavy constant gamma 1,23,5,5,7,399,43.9,6.96,17154622.75
High,Q9NX20,MRPL16,"39S ribosomal protein L16, mitochondrial",12,4,4,6,251,28.4,10.13,14041162.875
High,Q96EY1,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",10,4,4,8,480,52.5,9.26,16064202.25
High,P09211,GSTP1,Glutathione S-transferase P,22,3,3,6,210,23.3,5.64,3418635.6875
High,O95373,IPO7,Importin-7,4,3,3,4,1038,119.4,4.82,3095060.25
High,P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,11,3,3,4,318,34.8,6.98,3620205.3125
High,Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,16,4,4,6,353,41.4,9.92,10328627.625
High,P60953,CDC42,Cell division control protein 42 homolog,9,1,1,2,191,21.2,6.55,6474504.25
High,Q96HC4,PDLIM5,PDZ and LIM domain protein 5,13,6,6,11,596,63.9,8.21,9332011.125
High,P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,18,4,4,7,227,24.6,7.21,11892483.875
High,P09234,SNRPC,U1 small nuclear ribonucleoprotein C,26,3,3,5,159,17.4,9.67,7473242.5
High,Q13823,GNL2,Nucleolar GTP-binding protein 2,9,5,5,8,731,83.6,9.25,7998029.375
High,Q15369,ELOC,Elongin-C,29,3,3,4,112,12.5,4.78,4976820.375
High,Q7KZI7,MARK2,Serine/threonine-protein kinase MARK2,6,5,3,5,788,87.9,9.72,7286443.125
High,Q16698,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",13,3,3,4,335,36.0,9.28,1460827.875
High,Q9HCM4,EPB41L5,Band 4.1-like protein 5,7,3,3,5,733,81.8,6.58,3303182.5
High,Q9NX05,FAM120C,Constitutive coactivator of PPAR-gamma-like protein 2,7,6,6,9,1096,120.5,9.03,8139881.75
High,Q96EY4,TMA16,Translation machinery-associated protein 16,18,3,3,5,203,23.8,9.26,7579799.9375
High,P08237,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type",9,6,4,9,780,85.1,7.99,4586025.6875
High,O14776,TCERG1,Transcription elongation regulator 1,7,6,6,9,1098,123.8,8.65,6472203.5
High,Q53H12,AGK,"Acylglycerol kinase, mitochondrial",17,6,6,8,422,47.1,8.09,7226125.25
High,Q96EY7,PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",7,5,5,7,689,78.5,6.42,9666325.75
High,P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",13,4,4,7,311,34.0,9.89,12578071.125
High,P61513,RPL37A,60S ribosomal protein L37a,37,3,3,7,92,10.3,10.43,42597660.25
High,Q9Y2R4,DDX52,Probable ATP-dependent RNA helicase DDX52,10,4,4,5,599,67.4,9.67,3353318.375
High,Q9HBD1,RC3H2,Roquin-2,5,6,2,10,1191,131.6,6.89,1474261
High,O00622,CCN1,CCN family member 1,9,4,4,8,381,42.0,8.21,15892191
High,Q99549,MPHOSPH8,M-phase phosphoprotein 8,7,6,6,9,860,97.1,6.06,12132199.75
High,P11233,RALA,Ras-related protein Ral-A,25,5,5,9,206,23.6,7.11,7786739.75
High,O95391,SLU7,Pre-mRNA-splicing factor SLU7,9,3,3,5,586,68.3,7.14,5920059.75
High,Q9Y4G6,TLN2,Talin-2,3,6,2,9,2542,271.4,5.57,3387233.75
High,Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,5,6,6,9,1233,143.1,7.64,8695106.5
High,Q9H4G4,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,37,3,3,4,154,17.2,9.41,6148456.75
High,Q9NRX1,PNO1,RNA-binding protein PNO1,14,3,3,5,252,27.9,9.73,7866967.5
High,O14949,UQCRQ,Cytochrome b-c1 complex subunit 8,43,4,4,9,82,9.9,10.08,12189237.5
High,Q6P5R6,RPL22L1,60S ribosomal protein L22-like 1,27,4,2,6,122,14.6,9.38,6776771
High,Q96GQ7,DDX27,Probable ATP-dependent RNA helicase DDX27,8,6,6,11,796,89.8,9.28,8722676.375
High,Q92738,USP6NL,USP6 N-terminal-like protein,7,3,3,3,828,94.0,9.07,3331221.75
High,Q8NI36,WDR36,WD repeat-containing protein 36,6,6,6,7,951,105.3,7.53,8074514.375
High,Q01081,U2AF1,Splicing factor U2AF 35 kDa subunit,13,2,2,6,240,27.9,8.81,17867368.875
High,O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,11,5,5,5,533,56.6,6.71,1679793.375
High,Q99417,MYCBP,c-Myc-binding protein,43,4,4,7,103,12.0,5.91,9910232
High,Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,17,3,3,5,182,20.5,6.79,6330576.75
High,Q6UWP8,SBSN,Suprabasin,6,1,1,2,590,60.5,7.01,2210469.75
High,O14874,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",10,3,3,7,412,46.3,8.82,16179441.5
High,Q13796,SHROOM2,Protein Shroom2,3,2,2,3,1616,176.3,7.09,1267877.5
High,P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",11,5,5,8,474,51.3,9.41,10284770.875
High,Q9NRA8,EIF4ENIF1,Eukaryotic translation initiation factor 4E transporter,7,4,4,6,985,108.1,8.32,3419621.4375
High,Q96T60,PNKP,Bifunctional polynucleotide phosphatase/kinase,9,4,4,7,521,57.0,8.46,4737976.6875
High,P62304,SNRPE,Small nuclear ribonucleoprotein E,38,3,3,6,92,10.8,9.44,67795001.25
High,O94929,ABLIM3,Actin-binding LIM protein 3,8,5,5,8,683,77.8,8.54,9063854.625
High,Q9BQ75,CMSS1,Protein CMSS1,15,5,5,10,279,31.9,9.19,33634441
High,E9PAV3,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",2,3,3,4,2078,205.3,9.58,3392799.375
High,P49327,FASN,Fatty acid synthase,3,7,7,9,2511,273.3,6.44,6740975.0625
High,Q92769,HDAC2,Histone deacetylase 2,12,5,1,8,488,55.3,5.91,13881619
High,Q86Y07,VRK2,Serine/threonine-protein kinase VRK2,9,4,4,5,508,58.1,8.84,3348462
High,O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,10,3,3,4,341,37.6,4.61,9168556.5
High,P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,11,3,1,5,340,37.4,6.0,8357377.5
High,Q99816,TSG101,Tumor susceptibility gene 101 protein,13,4,4,6,390,43.9,6.46,5816693.5
High,Q8TCB0,IFI44,Interferon-induced protein 44,11,6,6,9,444,50.5,6.89,14128869.625
High,Q6NYC8,PPP1R18,Phostensin,10,4,4,7,613,67.9,5.4,4505363.75
High,Q9BZJ0,CRNKL1,Crooked neck-like protein 1,5,4,4,5,848,100.4,8.0,4286638.875
High,P60468,SEC61B,Protein transport protein Sec61 subunit beta,38,3,3,6,96,10.0,11.56,7607869.5
High,Q9BYG3,NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein,10,2,2,2,293,34.2,9.88,1552650.875
High,O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30,18,3,3,5,238,26.7,7.24,7535602
High,Q66LE6,PPP2R2D,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,11,3,1,5,453,52.0,6.39,1268427.75
High,Q15517,CDSN,Corneodesmosin,8,2,2,4,529,51.5,8.35,3350150.25
High,P36915,GNL1,Guanine nucleotide-binding protein-like 1,9,5,5,7,607,68.6,5.8,7564780.625
High,Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",31,3,3,6,109,12.3,10.24,7906687.75
High,O95299,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",10,3,3,4,355,40.7,8.48,3251293.625
High,P35237,SERPINB6,Serpin B6,16,5,4,8,376,42.6,5.27,4802173.875
High,Q9Y333,LSM2,U6 snRNA-associated Sm-like protein LSm2,40,2,2,4,95,10.8,6.52,1309430
High,Q9Y678,COPG1,Coatomer subunit gamma-1,7,4,4,5,874,97.7,5.47,2378537.125
High,P40938,RFC3,Replication factor C subunit 3,14,4,4,6,356,40.5,8.34,2770621.125
High,P61158,ACTR3,Actin-related protein 3,14,5,5,9,418,47.3,5.88,11866652.875
High,Q9NZ01,TECR,Very-long-chain enoyl-CoA reductase,10,3,3,4,308,36.0,9.45,6940412.75
High,P45880,VDAC2,Voltage-dependent anion-selective channel protein 2,17,4,4,9,294,31.5,7.56,30289295
High,Q969S3,ZNF622,Cytoplasmic 60S subunit biogenesis factor ZNF622,14,4,4,5,477,54.2,6.15,1613044.5
High,Q8ND24,RNF214,RING finger protein 214,6,4,4,6,703,77.6,6.95,1268248.375
High,Q92572,AP3S1,AP-3 complex subunit sigma-1,18,3,3,6,193,21.7,5.39,8266812.75
High,P19447,ERCC3,General transcription and DNA repair factor IIH helicase subunit XPB,8,5,5,9,782,89.2,7.23,6512036
High,Q86W42,THOC6,THO complex subunit 6 homolog,15,4,4,5,341,37.5,7.43,7343824.5625
High,Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,6,4,4,6,1102,123.5,7.34,3122363.3125
High,O95810,CAVIN2,Caveolae-associated protein 2,10,4,4,8,425,47.1,5.21,17035560.5
High,P82930,MRPS34,"28S ribosomal protein S34, mitochondrial",22,5,5,9,218,25.6,9.98,16513794.125
High,O00629,KPNA4,Importin subunit alpha-3,6,3,3,4,521,57.9,4.96,5103576.75
High,Q58FF8,HSP90AB2P,Putative heat shock protein HSP 90-beta 2,12,4,1,9,381,44.3,4.84,
High,P48730,CSNK1D,Casein kinase I isoform delta,10,3,3,5,415,47.3,9.74,7036110.5
High,Q92540,SMG7,Nonsense-mediated mRNA decay factor SMG7,4,5,5,10,1137,127.2,8.72,4881005.125
High,Q15024,EXOSC7,Exosome complex component RRP42,13,3,3,6,291,31.8,5.19,6089685.125
High,P08240,SRPRA,Signal recognition particle receptor subunit alpha,7,4,4,6,638,69.8,8.95,35108380.75
High,Q9H074,PAIP1,Polyadenylate-binding protein-interacting protein 1,9,5,5,6,479,53.5,4.81,6209023.3125
High,P62861,FAU,FAU ubiquitin-like and ribosomal protein S30,9,3,3,5,133,14.4,10.17,132367660
High,Q53GS9,USP39,U4/U6.U5 tri-snRNP-associated protein 2,7,3,3,6,565,65.3,8.91,7660747
High,Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",10,2,2,4,282,31.3,4.84,2676920
High,Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,6,3,3,3,908,100.1,5.2,3701191.3125
High,Q9NXS2,QPCTL,Glutaminyl-peptide cyclotransferase-like protein,7,3,3,6,382,42.9,9.82,21766954
High,P53396,ACLY,ATP-citrate synthase,6,7,7,8,1101,120.8,7.33,4978491
High,O60551,NMT2,Glycylpeptide N-tetradecanoyltransferase 2,10,4,4,5,498,56.9,7.58,1691713.875
High,P56537,EIF6,Eukaryotic translation initiation factor 6,13,2,2,3,245,26.6,4.68,7132447.25
High,P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,11,3,1,5,340,37.3,6.0,2892951
High,P35232,PHB1,Prohibitin 1,16,4,4,7,272,29.8,5.76,7410628.625
High,P10599,TXN,Thioredoxin,32,3,3,6,105,11.7,4.92,11677900.875
High,O75400,PRPF40A,Pre-mRNA-processing factor 40 homolog A,5,5,5,9,957,108.7,7.56,12948261
High,O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,11,3,3,4,300,34.3,7.36,6325106.75
High,P05109,S100A8,Protein S100-A8,39,5,5,8,93,10.8,7.03,21555677.1875
High,Q9BWJ5,SF3B5,Splicing factor 3B subunit 5,36,3,3,5,86,10.1,6.35,9781215.875
High,Q7LGA3,HS2ST1,Heparan sulfate 2-O-sulfotransferase 1,13,4,4,7,356,41.9,8.69,8449772.125
High,Q13868,EXOSC2,Exosome complex component RRP4,13,3,3,5,293,32.8,7.5,5050712
High,O75116,ROCK2,Rho-associated protein kinase 2,5,5,3,7,1388,160.8,6.02,5302704.75
High,Q9C0D5,TANC1,Protein TANC1,3,4,4,7,1861,202.1,8.32,3078870.5
High,Q9UHI6,DDX20,Probable ATP-dependent RNA helicase DDX20,8,3,3,4,824,92.2,6.95,3093877.5625
High,P84095,RHOG,Rho-related GTP-binding protein RhoG,24,3,3,3,191,21.3,8.12,1332860.75
High,Q9BU76,MMTAG2,Multiple myeloma tumor-associated protein 2,13,3,3,5,263,29.4,10.02,7331447.0625
High,O75746,SLC25A12,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",8,5,2,6,678,74.7,8.38,9117420.5625
High,O00541,PES1,Pescadillo homolog,8,5,5,7,588,68.0,7.33,7982580.1875
High,Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,10,6,6,6,699,78.8,7.11,1984430.875
High,Q6XE24,RBMS3,"RNA-binding motif, single-stranded-interacting protein 3",13,3,1,6,437,47.8,8.03,
High,Q12788,TBL3,Transducin beta-like protein 3,7,4,4,6,808,89.0,6.9,1594797.375
High,P51610,HCFC1,Host cell factor 1,3,6,6,8,2035,208.6,7.46,6718965
High,Q8NEY8,PPHLN1,Periphilin-1,13,6,6,10,458,52.7,9.11,30442097.4375
High,P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,15,2,2,7,126,13.9,10.32,105433643.5
High,Q86W92,PPFIBP1,Liprin-beta-1,7,6,6,11,1011,114.0,5.55,6997570.0625
High,P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,11,4,4,7,514,55.8,6.9,6412497.625
High,Q16555,DPYSL2,Dihydropyrimidinase-related protein 2,8,4,4,7,572,62.3,6.38,6611222.5
High,Q5VZF2,MBNL2,Muscleblind-like protein 2,12,3,3,5,373,40.5,8.38,2040598.625
High,P69905,HBA2,Hemoglobin subunit alpha,28,3,3,5,142,15.2,8.68,7361841.25
High,Q96J02,ITCH,E3 ubiquitin-protein ligase Itchy homolog,4,3,3,5,903,102.7,6.3,1518208.25
High,Q9BRS2,RIOK1,Serine/threonine-protein kinase RIO1,7,3,3,3,568,65.5,6.19,972363
High,Q5JTH9,RRP12,RRP12-like protein,2,3,3,4,1297,143.6,8.75,3481692.375
High,Q15287,RNPS1,RNA-binding protein with serine-rich domain 1,18,4,4,7,305,34.2,11.84,6071254.625
High,Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,11,3,3,4,510,55.2,6.4,2333649
High,Q9NY12,GAR1,H/ACA ribonucleoprotein complex subunit 1,17,5,5,7,217,22.3,10.92,12234426.75
High,Q6IBS0,TWF2,Twinfilin-2,15,3,3,4,349,39.5,6.84,2815414.875
High,Q99623,PHB2,Prohibitin-2,13,3,3,5,299,33.3,9.83,13790766
High,P63220,RPS21,40S ribosomal protein S21,34,2,2,4,83,9.1,8.5,2783170.125
High,O43670,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,5,2,2,5,478,50.7,9.1,8607047.75
High,Q8WVM0,TFB1M,"Dimethyladenosine transferase 1, mitochondrial",15,5,5,9,346,39.5,9.26,25988135.125
High,P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",9,2,2,4,325,35.4,9.0,6914789.5
High,Q9BQ70,TCF25,Transcription factor 25,8,4,4,5,676,76.6,6.35,4841359
High,O76003,GLRX3,Glutaredoxin-3,13,4,4,6,335,37.4,5.39,6390817
High,Q9H2W6,MRPL46,"39S ribosomal protein L46, mitochondrial",15,4,4,7,279,31.7,7.05,7200323.25
High,P15927,RPA2,Replication protein A 32 kDa subunit,16,3,3,5,270,29.2,6.15,3423354
High,Q13425,SNTB2,Beta-2-syntrophin,6,3,3,5,540,57.9,8.82,6630641.1875
High,P49207,RPL34,60S ribosomal protein L34,17,4,4,7,117,13.3,11.47,195192909.625
High,Q92973,TNPO1,Transportin-1,4,5,5,8,898,102.3,4.98,13026306.375
High,O60783,MRPS14,"28S ribosomal protein S14, mitochondrial",22,2,2,3,128,15.1,11.41,6322235.25
High,P08134,RHOC,Rho-related GTP-binding protein RhoC,13,2,2,5,193,22.0,6.58,3332000.5
High,P27708,CAD,CAD protein,3,6,6,7,2225,242.8,6.46,5583065.4375
High,Q08188,TGM3,Protein-glutamine gamma-glutamyltransferase E,7,4,4,4,693,76.6,5.86,5222403.875
High,Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,6,6,6,8,951,104.0,8.09,9380730.8125
High,P38935,IGHMBP2,DNA-binding protein SMUBP-2,4,4,4,5,993,109.1,8.97,7555866.25
High,P35250,RFC2,Replication factor C subunit 2,14,4,4,6,354,39.1,6.44,5095079.25
High,Q9UL40,ZNF346,Zinc finger protein 346,15,3,3,5,294,32.9,9.09,3367693.75
High,Q53G44,IFI44L,Interferon-induced protein 44-like,10,3,3,6,452,51.3,6.79,132748311
High,Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,21,2,2,3,163,18.2,8.82,5184596
High,P60903,S100A10,Protein S100-A10,35,2,2,5,97,11.2,7.37,15996547
High,Q15058,KIF14,Kinesin-like protein KIF14,2,2,2,3,1648,186.4,7.91,1726020.125
High,A1L020,MEX3A,RNA-binding protein MEX3A,8,3,2,5,520,54.1,7.27,1335483.5
High,Q96GY0,ZC2HC1A,Zinc finger C2HC domain-containing protein 1A,4,1,1,2,325,35.1,9.82,4098888
High,P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,7,3,3,5,437,49.0,5.71,9016937.25
High,Q29RF7,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,4,4,3,7,1337,150.7,7.91,3803269.15625
High,P04040,CAT,Catalase,9,3,3,4,527,59.7,7.39,3318311.125
High,P81605,DCD,Dermcidin,25,3,3,6,110,11.3,6.54,21870461.5
High,Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,15,5,5,6,358,40.5,6.18,7605877.875
High,Q92743,HTRA1,Serine protease HTRA1,8,3,3,3,480,51.3,7.83,3297475
High,Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A,5,3,2,4,810,94.1,7.94,2439878.875
High,Q9NQT4,EXOSC5,Exosome complex component RRP46,14,4,4,7,235,25.2,7.59,7314836.3125
High,P42696,RBM34,RNA-binding protein 34,9,3,3,5,430,48.5,10.11,4040457.875
High,Q6PJG2,MIDEAS,Mitotic deacetylase-associated SANT domain protein,3,2,2,3,1045,114.9,9.19,1279649.25
High,Q5T3I0,GPATCH4,G patch domain-containing protein 4,6,2,2,3,446,50.4,9.63,1712557.625
High,Q96B26,EXOSC8,Exosome complex component RRP43,10,2,2,3,276,30.0,5.3,1422545.75
High,Q8N9T8,KRI1,Protein KRI1 homolog,5,3,3,5,703,82.5,5.14,2977001.4375
High,Q9UK59,DBR1,Lariat debranching enzyme,5,3,3,6,544,61.5,5.47,6015807
High,P23258,TUBG1,Tubulin gamma-1 chain,10,3,3,3,451,51.1,6.14,2077485.5
High,Q7Z589,EMSY,BRCA2-interacting transcriptional repressor EMSY,4,4,4,6,1322,141.4,9.33,4926344.625
High,O75964,ATP5MG,"ATP synthase subunit g, mitochondrial",36,3,3,6,103,11.4,9.64,6981762.25
High,Q8IWS0,PHF6,PHD finger protein 6,12,4,4,7,365,41.3,8.68,14125370.25
High,Q9NQT5,EXOSC3,Exosome complex component RRP40,14,3,3,5,275,29.6,8.1,12034121.375
High,Q9NXH8,TOR4A,Torsin-4A,10,4,4,6,423,46.9,9.94,4905826.3125
High,P47914,RPL29,60S ribosomal protein L29,25,4,4,6,159,17.7,11.66,243971790.96875
High,P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",8,3,3,3,390,43.3,8.06,2643763
High,Q9Y2P8,RCL1,RNA 3'-terminal phosphate cyclase-like protein,14,5,5,10,373,40.8,9.26,8001359.625
High,P82673,MRPS35,"28S ribosomal protein S35, mitochondrial",13,3,3,5,323,36.8,8.24,2868183.25
High,P32119,PRDX2,Peroxiredoxin-2,27,5,5,10,198,21.9,5.97,10414565.875
High,Q9UPR3,SMG5,Nonsense-mediated mRNA decay factor SMG5,2,2,2,4,1016,113.9,5.91,1797565
High,P13489,RNH1,Ribonuclease inhibitor,6,2,2,4,461,49.9,4.82,9981595.25
High,Q9BTV4,TMEM43,Transmembrane protein 43,11,4,4,7,400,44.8,8.13,7815152.625
