Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
High,P62854,RPS26,40S ribosomal protein S26,26,2,2,4,115,13.0,11.0,29742307
High,Q9UJS0,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",9,5,2,6,675,74.1,8.62,4394969.3125
High,Q96CX2,KCTD12,BTB/POZ domain-containing protein KCTD12,18,4,4,6,325,35.7,5.64,1384976.25
High,O75477,ERLIN1,Erlin-1,13,4,1,6,348,39.1,7.87,
High,Q15785,TOMM34,Mitochondrial import receptor subunit TOM34,12,3,3,6,309,34.5,8.98,3138424.8125
High,P48729,CSNK1A1,Casein kinase I isoform alpha,21,6,6,9,337,38.9,9.57,5053123.5625
High,P47914,RPL29,60S ribosomal protein L29,15,3,3,6,159,17.7,11.66,21697806.75
High,O94906,PRPF6,Pre-mRNA-processing factor 6,7,6,6,8,941,106.9,8.25,4864236.59375
High,Q13835,PKP1,Plakophilin-1,4,3,3,3,747,82.8,9.13,1930882.8125
High,P07203,GPX1,Glutathione peroxidase 1,20,3,3,5,203,22.1,6.55,3562530.75
High,O00178,GTPBP1,GTP-binding protein 1,7,4,4,6,669,72.4,8.34,5910087.5
High,Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",44,4,4,7,109,12.3,10.24,4834471.75
High,Q12874,SF3A3,Splicing factor 3A subunit 3,10,4,4,7,501,58.8,5.38,5051548.875
High,Q52LW3,ARHGAP29,Rho GTPase-activating protein 29,5,5,5,6,1261,142.0,6.74,4811819.5625
High,P17812,CTPS1,CTP synthase 1,7,4,4,7,591,66.6,6.46,4738370.5625
High,Q9H7D7,WDR26,WD repeat-containing protein 26,8,5,5,8,661,72.1,6.16,4529194.625
High,Q13085,ACACA,Acetyl-CoA carboxylase 1,3,6,6,9,2346,265.4,6.37,4749909.125
High,P25398,RPS12,40S ribosomal protein S12,34,4,4,6,132,14.5,7.21,15664146.75
High,A0A075B6R9,IGKV2D-24,Probable non-functional immunoglobulin kappa variable 2D-24,24,6,5,54,120,13.1,8.87,5984760356.5
High,Q71UI9,H2AZ2,Histone H2A.V,31,4,2,10,128,13.5,10.58,4224502.3125
High,Q9UKU9,ANGPTL2,Angiopoietin-related protein 2,11,4,4,5,493,57.1,7.53,1988327
High,Q9UQ80,PA2G4,Proliferation-associated protein 2G4,20,7,7,9,394,43.8,6.55,6852626.125
High,Q86U42,PABPN1,Polyadenylate-binding protein 2,9,2,2,3,306,32.7,5.06,3646396.375
High,Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",10,2,2,3,282,31.3,4.84,995855
High,Q00577,PURA,Transcriptional activator protein Pur-alpha,15,4,4,7,322,34.9,6.44,4821898.875
High,Q9UL18,AGO1,Protein argonaute-1,5,4,2,7,857,97.2,9.16,2350591.875
High,P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,8,3,3,5,631,69.2,5.69,3080332.875
High,Q96JJ3,ELMO2,Engulfment and cell motility protein 2,8,6,6,9,720,82.6,5.9,6353181.96875
High,Q9NNW5,WDR6,WD repeat-containing protein 6,7,4,4,6,1121,121.6,6.87,2273387.0625
High,P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic",7,5,5,9,968,106.7,5.53,673450.3125
High,Q86Y56,DNAAF5,Dynein axonemal assembly factor 5,8,5,5,6,855,93.5,6.42,3770526.5
High,O75962,TRIO,Triple functional domain protein,2,6,6,10,3097,346.7,6.37,2473951.125
High,Q9UKK3,PARP4,Protein mono-ADP-ribosyltransferase PARP4,3,5,5,8,1724,192.5,5.66,4162700.875
High,P37802,TAGLN2,Transgelin-2,22,4,4,8,199,22.4,8.25,3541381.125
High,Q7Z434,MAVS,Mitochondrial antiviral-signaling protein,11,3,3,4,540,56.5,5.52,3751309.875
High,Q93052,LPP,Lipoma-preferred partner,10,4,4,6,612,65.7,7.37,4515147.3125
High,P09211,GSTP1,Glutathione S-transferase P,20,3,3,4,210,23.3,5.64,3827279
High,Q2M1P5,KIF7,Kinesin-like protein KIF7,5,5,5,7,1343,150.5,6.79,3144040.625
High,O95816,BAG2,BAG family molecular chaperone regulator 2,24,5,5,7,211,23.8,6.7,8588055.75
High,P04637,TP53,Cellular tumor antigen p53,17,6,6,9,393,43.6,6.79,5982806.0625
High,Q9NVR0,KLHL11,Kelch-like protein 11,7,4,4,8,708,80.1,6.16,4108891.125
High,Q15436,SEC23A,Protein transport protein Sec23A,4,2,2,4,765,86.1,7.08,3266662.375
High,Q9NRX4,PHPT1,14 kDa phosphohistidine phosphatase,17,1,1,1,125,13.8,6.07,1685178.75
High,O00139,KIF2A,Kinesin-like protein KIF2A,8,5,5,7,706,79.9,6.68,4278390.21875
High,Q92973,TNPO1,Transportin-1,5,5,5,9,898,102.3,4.98,6513815.125
High,P35232,PHB1,Prohibitin 1,16,4,4,6,272,29.8,5.76,3287916.875
High,Q96A72,MAGOHB,Protein mago nashi homolog 2,43,5,5,8,148,17.3,6.39,3877892.8125
High,Q9UMR2,DDX19B,ATP-dependent RNA helicase DDX19B,7,3,3,4,479,53.9,6.3,1581716.75
High,P31323,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit,11,4,2,6,418,46.3,4.92,664563.625
High,Q8N0X7,SPART,Spartin,5,3,3,5,666,72.8,5.91,1841574.3125
High,O94905,ERLIN2,Erlin-2,11,4,1,6,339,37.8,5.62,7923443.75
High,P28066,PSMA5,Proteasome subunit alpha type-5,17,3,3,5,241,26.4,4.79,657173.625
High,P60903,S100A10,Protein S100-A10,45,3,3,4,97,11.2,7.37,58146596.5
High,O43432,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,3,6,2,11,1585,176.5,5.38,6884133.375
High,Q7Z3Y9,KRT26,"Keratin, type I cytoskeletal 26",9,3,2,33,468,51.9,4.92,3782748.75
High,Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1,10,3,3,5,314,35.5,6.2,5329322.9375
High,O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,27,5,5,8,178,20.5,8.59,11926482
High,P26196,DDX6,Probable ATP-dependent RNA helicase DDX6,9,3,3,5,483,54.4,8.66,2553837.5
High,P11274,BCR,Breakpoint cluster region protein,5,5,5,7,1271,142.7,7.03,3840996.375
High,P22087,FBL,rRNA 2'-O-methyltransferase fibrillarin,15,4,4,4,321,33.8,10.18,8921045.25
High,Q86X55,CARM1,Histone-arginine methyltransferase CARM1,8,4,4,7,608,65.8,6.73,5482547
High,Q14498,RBM39,RNA-binding protein 39,9,4,4,6,530,59.3,10.1,4191897.75
High,Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A,10,3,3,5,437,48.9,7.8,4053925.375
High,O14617,AP3D1,AP-3 complex subunit delta-1,4,4,4,6,1153,130.1,8.48,1364871.0625
High,Q9Y3A5,SBDS,Ribosome maturation protein SBDS,15,5,5,8,250,28.7,8.75,7709804.25
High,Q14573,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3",2,4,3,8,2671,303.9,6.48,2855954.1875
High,Q16576,RBBP7,Histone-binding protein RBBP7,11,3,3,4,425,47.8,5.05,2209018.375
High,O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,14,4,4,6,300,34.3,7.36,3500105.0625
High,Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit,9,5,5,8,589,66.1,6.84,5593144.1875
High,O15258,RER1,Protein RER1,19,3,3,4,196,22.9,9.54,3773842.75
High,P12273,PIP,Prolactin-inducible protein,19,4,3,7,146,16.6,8.05,17392552.75
High,Q9Y3B7,MRPL11,"39S ribosomal protein L11, mitochondrial",34,5,5,8,192,20.7,9.91,4517519.625
High,Q9H5V9,STEEP1,STING ER exit protein,15,2,2,4,222,25.6,8.73,6188338
High,P31151,S100A7,Protein S100-A7,24,3,3,8,101,11.5,6.77,6375712.5
High,O94927,HAUS5,HAUS augmin-like complex subunit 5,9,4,4,4,633,71.6,8.51,4374968.8125
High,Q8N5H7,SH2D3C,SH2 domain-containing protein 3C,5,3,3,5,860,94.4,8.07,1664023.25
High,P09914,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,9,4,3,6,478,55.3,7.2,4495986.25
High,O75175,CNOT3,CCR4-NOT transcription complex subunit 3,5,2,2,3,753,81.8,6.2,1746343.5625
High,P17655,CAPN2,Calpain-2 catalytic subunit,6,5,5,9,700,79.9,4.98,8803121.6875
High,P10599,TXN,Thioredoxin,20,2,2,5,105,11.7,4.92,11466487.125
High,P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,23,4,4,7,168,19.7,8.43,10658796
High,Q15654,TRIP6,Thyroid receptor-interacting protein 6,7,2,2,3,476,50.3,7.37,2261516.5625
High,Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,11,4,4,6,406,46.9,5.26,4212362.75
High,P39687,ANP32A,Acidic leucine-rich nuclear phosphoprotein 32 family member A,15,5,3,9,249,28.6,4.09,4001476.375
High,Q66LE6,PPP2R2D,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,11,3,1,4,453,52.0,6.39,
High,P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,15,2,2,4,126,13.9,10.32,66895894.75
High,Q16698,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",10,2,2,4,335,36.0,9.28,1011422.5
High,O75179,ANKRD17,Ankyrin repeat domain-containing protein 17,2,3,3,5,2603,274.1,6.52,884091.0625
High,Q8IZH2,XRN1,5'-3' exoribonuclease 1,3,4,4,7,1706,194.0,7.21,2167317.75
High,P01857,IGHG1,Immunoglobulin heavy constant gamma 1,15,5,4,8,399,43.9,6.96,13033694.75
High,Q9Y383,LUC7L2,Putative RNA-binding protein Luc7-like 2,9,3,3,5,392,46.5,10.01,4989552.9375
High,P35222,CTNNB1,Catenin beta-1,6,5,4,7,781,85.4,5.86,1726758.8125
High,O14578,CIT,Citron Rho-interacting kinase,2,4,4,5,2027,231.3,6.57,2038607.875
High,O76013,KRT36,"Keratin, type I cuticular Ha6",6,3,2,14,467,52.2,4.94,2498280.75
High,Q86W92,PPFIBP1,Liprin-beta-1,4,4,4,7,1011,114.0,5.55,3937384.125
High,Q92626,PXDN,Peroxidasin homolog,4,4,4,6,1479,165.2,7.17,609500.5
High,Q8NAV1,PRPF38A,Pre-mRNA-splicing factor 38A,9,2,2,5,312,37.5,9.96,2328860.125
High,Q92572,AP3S1,AP-3 complex subunit sigma-1,14,2,2,2,193,21.7,5.39,3439617.75
High,Q9P270,SLAIN2,SLAIN motif-containing protein 2,9,4,4,6,581,62.5,9.45,1634041.5625
High,Q9NYJ8,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,7,3,3,4,693,76.4,8.54,1565062.4375
High,Q9ULJ7,ANKRD50,Ankyrin repeat domain-containing protein 50,4,4,4,6,1429,155.8,6.6,1279361
High,P46776,RPL27A,60S ribosomal protein L27a,22,3,3,5,148,16.6,11.0,13407222.9140625
High,Q14574,DSC3,Desmocollin-3,5,4,4,4,896,99.9,6.1,2864920
High,Q8WVT3,TRAPPC12,Trafficking protein particle complex subunit 12,7,4,4,5,735,79.3,4.91,15212846
High,Q92504,SLC39A7,Zinc transporter SLC39A7,8,2,2,4,469,50.1,6.87,2109666.6875
High,O00422,SAP18,Histone deacetylase complex subunit SAP18,38,4,4,5,153,17.6,9.35,4958403.5
High,P49589,CARS1,"Cysteine--tRNA ligase, cytoplasmic",7,4,4,7,748,85.4,6.76,3119200.0625
High,Q14974,KPNB1,Importin subunit beta-1,5,4,4,6,876,97.1,4.78,3280750.0625
High,P18077,RPL35A,60S ribosomal protein L35a,24,6,6,12,110,12.5,11.06,41030222.875
High,Q9NS86,LANCL2,LanC-like protein 2,12,4,4,6,450,50.8,7.43,4387147.125
High,Q08AF3,SLFN5,Schlafen family member 5,5,4,3,7,891,101.0,8.22,2047907.375
High,P60468,SEC61B,Protein transport protein Sec61 subunit beta,38,3,3,5,96,10.0,11.56,5756052.125
High,Q17RY0,CPEB4,Cytoplasmic polyadenylation element-binding protein 4,6,3,3,4,729,80.1,7.18,837034.3125
High,Q00059,TFAM,"Transcription factor A, mitochondrial",15,3,3,5,246,29.1,9.72,5509421.875
High,Q9NQW6,ANLN,Anillin,4,4,4,7,1124,124.1,8.07,1296061.5
High,Q9UK61,TASOR,Protein TASOR,3,6,6,11,1670,188.9,5.8,2842588.3125
High,P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,31,4,4,7,154,16.8,5.24,10336968.34375
High,O75746,SLC25A12,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",6,4,1,6,678,74.7,8.38,10112110
High,Q9H0U3,MAGT1,Magnesium transporter protein 1,10,4,4,6,335,38.0,9.63,4259264.4375
High,Q14011,CIRBP,Cold-inducible RNA-binding protein,8,1,1,2,172,18.6,9.51,2491384.75
High,P35998,PSMC2,26S proteasome regulatory subunit 7,11,4,4,6,433,48.6,5.95,3511257.3125
High,P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,7,2,2,3,395,43.6,6.48,2158272.1875
High,O94842,TOX4,TOX high mobility group box family member 4,6,3,3,5,621,66.2,5.06,4076313.6875
High,P60900,PSMA6,Proteasome subunit alpha type-6,10,2,2,3,246,27.4,6.76,3048857.625
High,P62888,RPL30,60S ribosomal protein L30,18,4,4,6,115,12.8,9.63,17697337.375
High,P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,15,4,3,9,192,21.4,7.61,8691535.625
High,Q9Y3Y2,CHTOP,Chromatin target of PRMT1 protein,16,3,3,4,248,26.4,12.23,3009313.5
High,Q9Y4E8,USP15,Ubiquitin carboxyl-terminal hydrolase 15,4,4,4,9,981,112.3,5.22,6822675.875
High,P49756,RBM25,RNA-binding protein 25,5,3,3,5,843,100.1,6.32,9813301.75
High,Q15646,OASL,2'-5'-oligoadenylate synthase-like protein,5,2,2,4,514,59.2,7.87,1829328.625
High,P25685,DNAJB1,DnaJ homolog subfamily B member 1,14,4,4,7,340,38.0,8.63,2754819.21875
High,Q99459,CDC5L,Cell division cycle 5-like protein,7,5,5,6,802,92.2,8.18,1985244.8125
High,Q14C86,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,3,4,4,7,1478,164.9,5.22,3318043.5625
High,P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,11,5,5,8,456,50.8,6.55,6881459
High,Q16527,CSRP2,Cysteine and glycine-rich protein 2,21,3,3,5,193,20.9,8.62,4175499
High,Q8WVV9,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,10,4,4,6,542,60.0,7.72,4672715.0625
High,O14980,XPO1,Exportin-1,6,5,5,5,1071,123.3,6.06,2137196.875
High,Q63ZY3,KANK2,KN motif and ankyrin repeat domain-containing protein 2,6,4,3,5,851,91.1,5.63,1275787.6875
High,P05198,EIF2S1,Eukaryotic translation initiation factor 2 subunit 1,12,4,4,7,315,36.1,5.08,6961328.5
High,O43293,DAPK3,Death-associated protein kinase 3,8,3,3,5,454,52.5,6.89,3547306.6875
High,P40222,TXLNA,Alpha-taxilin,10,3,3,3,546,61.9,6.52,465205.53125
High,P06702,S100A9,Protein S100-A9,31,3,3,5,114,13.2,6.13,17652370.75
High,P08237,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type",6,4,3,4,780,85.1,7.99,1498155.8125
High,Q9H269,VPS16,Vacuolar protein sorting-associated protein 16 homolog,3,2,2,4,839,94.6,6.77,855821.4375
High,P36915,GNL1,Guanine nucleotide-binding protein-like 1,8,4,4,4,607,68.6,5.8,1533396.875
High,Q96SB4,SRPK1,SRSF protein kinase 1,9,4,4,6,655,74.3,6.16,3876326.0625
High,Q9Y315,DERA,Deoxyribose-phosphate aldolase,7,2,2,3,318,35.2,8.94,3409885.75
High,Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,5,3,3,4,845,95.9,6.8,1271954
High,P27105,STOM,Stomatin,15,3,3,4,288,31.7,7.88,2344108
High,O60504,SORBS3,Vinexin,4,1,1,2,671,75.3,9.45,1000724.125
High,P07947,YES1,Tyrosine-protein kinase Yes,9,5,5,7,543,60.8,6.74,15034758.25
High,P23921,RRM1,Ribonucleoside-diphosphate reductase large subunit,6,3,3,3,792,90.0,7.15,1276478.875
High,P01008,SERPINC1,Antithrombin-III,7,4,4,9,464,52.6,6.71,41281970.5
High,Q9Y3B4,SF3B6,Splicing factor 3B subunit 6,26,3,3,5,125,14.6,9.38,1447221.375
High,P63167,DYNLL1,"Dynein light chain 1, cytoplasmic",26,2,2,4,89,10.4,7.4,4891407.5
High,P01834,IGKC,Immunoglobulin kappa constant,32,2,2,4,107,11.8,6.52,1873752
High,P61513,RPL37A,60S ribosomal protein L37a,20,1,1,2,92,10.3,10.43,4964251.5
High,P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,7,3,3,5,437,49.0,5.71,2769929.375
High,Q9NSB4,KRT82,"Keratin, type II cuticular Hb2",4,1,1,2,513,56.6,6.74,1204719
High,P63173,RPL38,60S ribosomal protein L38,50,3,3,5,70,8.2,10.1,6609525.875
High,P00338,LDHA,L-lactate dehydrogenase A chain,10,4,3,4,332,36.7,8.27,8335285.875
High,Q9NUL3,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,11,5,4,6,570,62.6,9.61,3504272.5
High,Q6ZS17,RIPOR1,Rho family-interacting cell polarization regulator 1,4,4,4,6,1223,132.2,6.28,611213.1875
High,O00743,PPP6C,Serine/threonine-protein phosphatase 6 catalytic subunit,8,2,2,4,305,35.1,5.69,2899950.25
High,P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,11,2,2,3,274,30.7,6.02,1193341.625
High,P62191,PSMC1,26S proteasome regulatory subunit 4,8,3,3,6,440,49.2,6.21,4644213.125
High,P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",7,4,4,5,773,88.3,8.65,2706643.375
High,Q9UHB9,SRP68,Signal recognition particle subunit SRP68,4,3,3,5,627,70.7,8.56,1697787.125
High,P61962,DCAF7,DDB1- and CUL4-associated factor 7,14,3,3,4,342,38.9,5.52,1122401.5
High,Q96N66,MBOAT7,Lysophospholipid acyltransferase 7,6,2,2,3,472,52.7,8.97,948035.9375
High,P07384,CAPN1,Calpain-1 catalytic subunit,4,2,2,4,714,81.8,5.67,12494672
High,P46778,RPL21,60S ribosomal protein L21,18,5,5,11,160,18.6,10.49,24432723.625
High,O14773,TPP1,Tripeptidyl-peptidase 1,5,2,2,4,563,61.2,6.48,2229832.5
High,P09234,SNRPC,U1 small nuclear ribonucleoprotein C,13,2,2,4,159,17.4,9.67,4277639.5625
High,Q6VN20,RANBP10,Ran-binding protein 10,7,4,3,5,620,67.2,6.77,1121709.53125
High,P01889,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",7,2,1,3,362,40.4,5.85,
High,P46109,CRKL,Crk-like protein,16,4,4,5,303,33.8,6.74,2846285.1875
High,Q13588,GRAP,GRB2-related adapter protein,15,3,3,6,217,25.3,7.03,3328505.6875
High,Q53H12,AGK,"Acylglycerol kinase, mitochondrial",10,4,4,4,422,47.1,8.09,2121363.8125
High,Q02952,AKAP12,A-kinase anchor protein 12,4,4,4,5,1782,191.4,4.41,3822643.0625
High,P82650,MRPS22,"28S ribosomal protein S22, mitochondrial",14,4,4,5,360,41.3,7.9,469039.96875
High,O95373,IPO7,Importin-7,3,2,2,3,1038,119.4,4.82,2439236.5
High,P28074,PSMB5,Proteasome subunit beta type-5,10,2,2,4,263,28.5,6.92,
High,Q96T37,RBM15,RNA-binding protein 15,5,4,4,6,977,107.1,10.08,2529189.4375
High,P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",10,4,4,5,474,51.3,9.41,5074966
High,O60784,TOM1,Target of Myb1 membrane trafficking protein,8,2,2,3,492,53.8,4.7,739809.6875
High,P62899,RPL31,60S ribosomal protein L31,29,4,4,6,125,14.5,10.54,48094481.5
High,Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,4,3,3,4,747,85.1,4.91,2453066.25
High,Q9UHV9,PFDN2,Prefoldin subunit 2,17,2,2,4,154,16.6,6.58,901701.3125
High,O43396,TXNL1,Thioredoxin-like protein 1,13,2,2,3,289,32.2,4.96,
High,Q06203,PPAT,Amidophosphoribosyltransferase,6,2,2,2,517,57.4,6.76,1108663.25
High,O76003,GLRX3,Glutaredoxin-3,10,3,3,6,335,37.4,5.39,4097421.375
High,P31483,TIA1,Cytotoxic granule associated RNA binding protein TIA1,11,4,1,7,386,42.9,7.74,988048.6875
High,P62861,FAU,FAU ubiquitin-like and ribosomal protein S30,8,2,2,4,133,14.4,10.17,17314682.5
High,Q9H6S0,YTHDC2,3'-5' RNA helicase YTHDC2,3,3,3,5,1430,160.1,8.4,2393828.625
High,Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog,5,4,4,6,973,110.1,6.07,3392972.78125
High,Q70UQ0,IKBIP,Inhibitor of nuclear factor kappa-B kinase-interacting protein,8,3,3,5,350,39.3,9.17,1258022.75
High,O95295,SNAPIN,SNARE-associated protein Snapin,23,2,2,2,136,14.9,9.31,
High,Q01804,OTUD4,OTU domain-containing protein 4,4,4,4,7,1114,124.0,6.71,5053276.75
High,Q14161,GIT2,ARF GTPase-activating protein GIT2,4,3,1,6,759,84.5,7.23,1034425.625
High,Q92743,HTRA1,Serine protease HTRA1,7,3,3,5,480,51.3,7.83,1080318.09375
High,O15037,KHNYN,Protein KHNYN,5,2,2,3,678,74.5,7.02,1664176.8125
High,O15269,SPTLC1,Serine palmitoyltransferase 1,5,2,2,3,473,52.7,6.01,1522030.25
High,Q9BPW8,NIPSNAP1,Protein NipSnap homolog 1,11,3,2,4,284,33.3,9.31,4238009.625
High,P05161,ISG15,Ubiquitin-like protein ISG15,23,4,4,8,165,17.9,7.44,41741302.5
High,P47929,LGALS7B,Galectin-7,24,3,3,4,136,15.1,7.62,3939152.125
High,P50552,VASP,Vasodilator-stimulated phosphoprotein,7,2,2,4,380,39.8,8.94,2215988.625
High,P07858,CTSB,Cathepsin B,5,1,1,2,339,37.8,6.3,1476060
High,Q15056,EIF4H,Eukaryotic translation initiation factor 4H,13,2,2,4,248,27.4,7.23,3206423.9375
High,Q5VT25,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,4,6,2,7,1732,197.2,6.58,1408576.84375
High,Q9H4G4,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,17,2,2,2,154,17.2,9.41,1002813.3125
High,P62266,RPS23,40S ribosomal protein S23,16,3,3,5,143,15.8,10.49,34796259
High,O14879,IFIT3,Interferon-induced protein with tetratricopeptide repeats 3,7,4,3,6,490,56.0,5.2,6615557.5
High,Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,2,2,1,2,1352,147.2,5.3,799959.4375
High,Q2M2I5,KRT24,"Keratin, type I cytoskeletal 24",6,3,1,14,525,55.1,4.96,
High,Q01081,U2AF1,Splicing factor U2AF 35 kDa subunit,8,1,1,2,240,27.9,8.81,5407877
High,P78386,KRT85,"Keratin, type II cuticular Hb5",6,3,2,4,507,55.8,6.55,4885428.375
High,O00231,PSMD11,26S proteasome non-ATPase regulatory subunit 11,9,4,4,7,422,47.4,6.48,5107397.125
High,Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31,4,4,4,6,1072,119.6,6.57,2193703.3125
High,Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3,7,3,3,4,553,61.2,9.67,4482291.625
High,P49591,SARS1,"Serine--tRNA ligase, cytoplasmic",7,3,3,4,514,58.7,6.43,3265272
High,P51617,IRAK1,Interleukin-1 receptor-associated kinase 1,4,2,2,3,712,76.5,6.62,490235.78125
High,Q96PU8,QKI,KH domain-containing RNA-binding protein QKI,11,4,4,6,341,37.6,8.56,1126070
High,P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,3,2,2,3,1023,112.8,5.49,6772699.25
High,Q9BR76,CORO1B,Coronin-1B,10,2,2,3,489,54.2,5.88,1311654.375
High,P14324,FDPS,Farnesyl pyrophosphate synthase,10,3,3,5,419,48.2,6.15,1446964
High,O60684,KPNA6,Importin subunit alpha-7,4,3,1,4,536,60.0,4.98,
High,Q15428,SF3A2,Splicing factor 3A subunit 2,8,3,3,4,464,49.2,9.64,2908304.625
High,Q13049,TRIM32,E3 ubiquitin-protein ligase TRIM32,4,2,2,4,653,71.9,6.98,3537800.625
High,Q92600,CNOT9,CCR4-NOT transcription complex subunit 9,11,3,3,5,299,33.6,8.03,1789173.1875
High,P49585,PCYT1A,Choline-phosphate cytidylyltransferase A,14,3,3,3,367,41.7,7.25,1901695.9375
High,Q86VI3,IQGAP3,Ras GTPase-activating-like protein IQGAP3,2,3,2,6,1631,184.6,7.65,926237.125
High,O95757,HSPA4L,Heat shock 70 kDa protein 4L,2,2,1,5,839,94.5,5.88,12812447.25
High,O43617,TRAPPC3,Trafficking protein particle complex subunit 3,19,3,3,6,180,20.3,4.96,2975372.1875
High,Q9Y450,HBS1L,HBS1-like protein,6,3,3,4,684,75.4,6.61,1404832.625
High,P02792,FTL,Ferritin light chain,9,1,1,2,175,20.0,5.78,1454472.5
High,O95801,TTC4,Tetratricopeptide repeat protein 4,8,3,3,5,387,44.7,5.6,6761446.5625
High,P04439,HLA-A,"HLA class I histocompatibility antigen, A alpha chain",7,2,1,3,365,40.8,6.0,
High,Q13247,SRSF6,Serine/arginine-rich splicing factor 6,11,4,3,6,344,39.6,11.43,8534648.25
High,Q99961,SH3GL1,Endophilin-A2,5,2,2,3,368,41.5,5.43,3623415.625
High,Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,5,4,4,5,820,95.5,9.55,4276904.3125
High,P57088,TMEM33,Transmembrane protein 33,12,3,3,6,247,28.0,9.7,4585695.125
High,O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,7,2,2,4,341,37.6,4.61,2110810.3125
High,P52756,RBM5,RNA-binding protein 5,6,5,4,7,815,92.1,6.28,3940014.25
High,P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",9,2,2,3,325,35.4,9.0,5690267.75
High,Q9BYM8,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1,5,2,2,2,510,57.5,5.67,2283156.5625
High,P11217,PYGM,"Glycogen phosphorylase, muscle form",4,4,4,7,842,97.0,7.03,2693356.125
High,P49458,SRP9,Signal recognition particle 9 kDa protein,22,2,2,4,86,10.1,7.97,4131186.5
High,P07339,CTSD,Cathepsin D,7,3,3,5,412,44.5,6.54,5979379.875
High,O94875,SORBS2,Sorbin and SH3 domain-containing protein 2,4,2,2,2,1100,124.0,8.31,
High,Q9Y316,MEMO1,Protein MEMO1,7,3,3,4,297,33.7,7.14,2273392.75
High,O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,12,2,2,3,174,19.8,8.54,5167195
High,P24928,POLR2A,DNA-directed RNA polymerase II subunit RPB1,3,3,3,4,1970,217.0,7.37,1247616.75
High,P84095,RHOG,Rho-related GTP-binding protein RhoG,10,1,1,2,191,21.3,8.12,
